x=13.689; y=-1.035; t=22.524; error=0.0;
x=10.2051634659493; y=0.28835141771874856; t=26.496; error=0.0017832506457941368;
x=10.200211401963223; y=0.30224150412488177; t=26.508; error=0.001734597131497555;
x=10.19517506853646; y=0.3153588770033274; t=26.519; error=0.0017964778806181293;
x=10.191198929876046; y=0.3293057234264036; t=26.53; error=0.0017726664982271188;
x=10.186257537374757; y=0.342175960524404; t=26.541; error=0.0017217094423471095;
x=10.182225274269612; y=0.3563213698633052; t=26.551; error=0.0018020308963575123;
x=10.178253868396; y=0.3682593976647759; t=26.562; error=0.001777151775322561;
x=10.17433417030339; y=0.3810256849257211; t=26.572; error=0.0016828665916515382;
x=10.170368588855089; y=0.3929456272718572; t=26.582; error=0.0016635042505363693;
x=10.166417256809119; y=0.40581388620512293; t=26.591; error=0.0016343278795534436;
x=10.163492509525895; y=0.4165604989727844; t=26.601; error=0.0015942847246891965;
x=10.159443742669675; y=0.42974395012417144; t=26.61; error=0.0016241473712368304;
x=10.155442921002086; y=0.44176743803362517; t=26.619; error=0.0016343139703605316;
x=10.151497075088802; y=0.45362556800058595; t=26.628; error=0.0016225193819696124;
x=10.147483152655862; y=0.4656880710627643; t=26.638; error=0.0016349873357316665;
x=10.14448819277329; y=0.4776941058427421; t=26.647; error=0.0016421025094062955;
x=10.140541974039094; y=0.4895538397309385; t=26.656; error=0.001638420698357662;
x=10.136573097809533; y=0.5014821412859342; t=26.664; error=0.0016453257847493451;
x=10.132563042255724; y=0.5135342339358645; t=26.673; error=0.0016518192974432741;
x=10.128589242939281; y=0.5254765026231436; t=26.682; error=0.0016591407022657953;
x=10.124621960352476; y=0.537399239289605; t=26.691; error=0.001670373429916424;
x=10.119628169215364; y=0.5484010463653474; t=26.7; error=0.0016768342735691843;
x=10.115636040673204; y=0.5603987356729572; t=26.708; error=0.0016839296960571386;
x=10.110630520301687; y=0.5724299662128381; t=26.717; error=0.001686258402023464;
x=10.105622240094727; y=0.5834632094620248; t=26.725; error=0.0016870761484445924;
x=10.100643055553745; y=0.5954307356273317; t=26.733; error=0.001698577267404394;
x=10.096533736117504; y=0.6057190077795475; t=26.742; error=0.0016939063330608116;
x=10.091467005685354; y=0.6178960736942778; t=26.75; error=0.0017190269766465232;
x=10.086434551455747; y=0.6279730599830458; t=26.758; error=0.0017334311667296085;
x=10.081473942950218; y=0.639893925250272; t=26.767; error=0.0017238358893965895;
x=10.077433689536669; y=0.6489961886354381; t=26.776; error=0.0017458114116157748;
x=10.07243134466578; y=0.6600150193063646; t=26.784; error=0.001754711299488124;
x=10.068392984964369; y=0.670124976728241; t=26.793; error=0.0017905249928558047;
x=10.064490331787084; y=0.6798955464766601; t=26.802; error=0.0017387042093035523;
x=10.060446529756598; y=0.6900194133086647; t=26.811; error=0.001769647374651062;
x=10.056459521534935; y=0.7000011769250466; t=26.82; error=0.0017699034849913591;
x=10.051404072957254; y=0.7101243728526434; t=26.83; error=0.0017987871416741416;
x=10.047376003023398; y=0.7202092974405445; t=26.839; error=0.0018318800779828686;
x=10.043353235374006; y=0.7312891805355596; t=26.848; error=0.00186901910924637;
x=10.038307187794429; y=0.740382402222997; t=26.857; error=0.0019025708491533053;
x=10.033359743448907; y=0.7512808578598991; t=26.866; error=0.0018680201027050241;
x=10.028444846587524; y=0.7611228763317761; t=26.876; error=0.0018298723775020133;
x=10.02443844840222; y=0.7711533348140154; t=26.885; error=0.0018437231351454595;
x=10.01947889527307; y=0.7810848867627365; t=26.895; error=0.0018341511706142348;
x=10.01358665610459; y=0.7928839476566774; t=26.904; error=0.0018162711950517642;
x=10.008626814789364; y=0.8028160179452134; t=26.914; error=0.001820003199394488;
x=10.003611776792916; y=0.8138643476924263; t=26.924; error=0.0018289126178092495;
x=9.998638461026278; y=0.8248201490734715; t=26.934; error=0.0018322660934889001;
x=9.993623937378546; y=0.835866903465728; t=26.944; error=0.0018408406308876098;
