x=13.689; y=-1.035; t=22.524; error=0.0;
x=10.558152418610414; y=-0.2734896294964012; t=25.672; error=0.003486651564442964;
x=10.543210370045758; y=-0.2675231743908687; t=25.686; error=0.0035533837473178307;
x=10.529094722725114; y=-0.2604768157721842; t=25.702; error=0.003429036828369028;
x=10.515165976404061; y=-0.25551254607015056; t=25.717; error=0.003508732278957407;
x=10.502157834299165; y=-0.24951888512782713; t=25.733; error=0.003504130347534975;
x=10.489876477300724; y=-0.24338819593451966; t=25.749; error=0.0031939332513684403;
x=10.478732173289233; y=-0.23731885780855483; t=25.766; error=0.0030338353286851025;
x=10.467659083882701; y=-0.2312884468961297; t=25.782; error=0.002954796524193759;
x=10.459636103355104; y=-0.2252793016340055; t=25.799; error=0.0029301285926652512;
x=10.450719460452191; y=-0.2193433540346745; t=25.816; error=0.003033160927729836;
x=10.443697969504875; y=-0.2133326964954948; t=25.833; error=0.0030091725437958496;
x=10.436726440381705; y=-0.20537549141468137; t=25.85; error=0.0030537605975019867;
x=10.431919190746466; y=-0.20057434449281983; t=25.867; error=0.0033166602473460004;
x=10.425825937416999; y=-0.19144697281658105; t=25.884; error=0.003174846865081552;
x=10.421074702902503; y=-0.18575271365664148; t=25.902; error=0.0035391811342235756;
x=10.416232600872421; y=-0.17704902511827697; t=25.919; error=0.0038272983076454757;
x=10.411262311974003; y=-0.17009912777799496; t=25.936; error=0.003879306232314737;
x=10.40622150419952; y=-0.1600324125596162; t=25.954; error=0.003809040577364162;
x=10.402218379763982; y=-0.15203898368097632; t=25.971; error=0.0038099111218635197;
x=10.397219882445972; y=-0.14106085125673404; t=25.989; error=0.003822924386939979;
x=10.391081352806685; y=-0.13186600851130048; t=26.006; error=0.0036023218739462885;
x=10.386079411073924; y=-0.12088019344254866; t=26.022; error=0.003608032697137496;
x=10.380038475184397; y=-0.11082604993660204; t=26.039; error=0.0035449668287812776;
x=10.374053717946099; y=-0.09986981373915631; t=26.056; error=0.003580697797002979;
x=10.368212038790118; y=-0.08917595431526372; t=26.072; error=0.0038796868908886513;
x=10.362164566296629; y=-0.07810473891466248; t=26.089; error=0.0038005796590329937;
x=10.356209038137882; y=-0.06720157529740141; t=26.105; error=0.003891639700757326;
x=10.350163062003817; y=-0.055127041080643216; t=26.122; error=0.0038117272985800387;
x=10.344068785831672; y=-0.04397025490742455; t=26.138; error=0.003646827509069249;
x=10.336852539989303; y=-0.031617450698255126; t=26.154; error=0.0032791967235686363;
x=10.330915672498975; y=-0.02074943914986401; t=26.17; error=0.003400247558687213;
x=10.323951764435712; y=-0.00882757328160154; t=26.186; error=0.0034717340600282976;
x=10.317851945655702; y=0.003353498843769613; t=26.202; error=0.0032931079667314327;
x=10.31171689320911; y=0.015605085889938041; t=26.218; error=0.0030540618992034455;
x=10.305833750376108; y=0.027353810890102408; t=26.234; error=0.003277206093554597;
x=10.2997965058644; y=0.04041255381887629; t=26.25; error=0.0032156539657717865;
x=10.294934858631828; y=0.052058066659751885; t=26.265; error=0.0035191618727739085;
x=10.288851019161637; y=0.06521633368949388; t=26.281; error=0.003363001006133915;
x=10.283958302037236; y=0.07693678272572696; t=26.296; error=0.003606718240224965;
x=10.277902437853548; y=0.09103957918683873; t=26.312; error=0.003502484155336491;
x=10.272812571428123; y=0.10323080510547117; t=26.327; error=0.0033227411294172713;
x=10.267863910092963; y=0.11705385151407154; t=26.342; error=0.00346258212174866;
x=10.262774520874421; y=0.13025482897003346; t=26.357; error=0.003277741296447103;
x=10.256712130554476; y=0.14437014208790186; t=26.372; error=0.003164188514951864;
