x=13.689; y=-1.035; t=22.524; error=0.0;
x=9.992678090480814; y=0.8344715519085678; t=26.944; error=0.0008596883653436394;
x=9.986601980064155; y=0.8456110876724424; t=26.954; error=0.0007166817956143275;
x=9.98158838637064; y=0.8566409937981725; t=26.964; error=0.0006892633561321191;
x=9.97654123297365; y=0.8687541619509506; t=26.974; error=0.0005944488860497482;
x=9.970548974974331; y=0.8797399682830352; t=26.985; error=0.0006074454841952182;
x=9.963531956072405; y=0.8917691435434769; t=26.995; error=0.0005798896157785125;
x=9.95762939091901; y=0.9025905129913705; t=27.006; error=0.0007508745162592391;
x=9.951636585546597; y=0.9145761237361962; t=27.017; error=0.0007647955577482308;
x=9.944536124370241; y=0.9247196397024193; t=27.028; error=0.0006050051543792615;
x=9.938491086784229; y=0.9368097148744452; t=27.039; error=0.0005266637054619107;
x=9.931500601769894; y=0.9467961220377776; t=27.05; error=0.0005405259989139311;
x=9.924546216004455; y=0.9587179262071029; t=27.06; error=0.0006147499883385567;
x=9.917594983509076; y=0.9686482583433577; t=27.071; error=0.0006911783916546639;
x=9.911605266796178; y=0.9796294056503368; t=27.082; error=0.0007097098467388607;
x=9.905598971175442; y=0.9886388490814402; t=27.093; error=0.0006994258037758066;
x=9.89954177553272; y=0.9997437077597614; t=27.104; error=0.0005993383353844995;
x=9.894464817151192; y=1.0088822328465143; t=27.116; error=0.0004795040004863316;
x=9.888356028784257; y=1.0190635467914075; t=27.127; error=0.0003616554851202523;
x=9.883362962854289; y=1.0280510654653472; t=27.139; error=0.000366537467859945;
x=9.878448184547937; y=1.0368976664167842; t=27.151; error=0.00045971899162729326;
x=9.872409305632532; y=1.0459559847898903; t=27.164; error=0.0004116654461373598;
x=9.867444427179175; y=1.0548927660059355; t=27.176; error=0.0004571811971978968;
x=9.861564835873102; y=1.063712152965043; t=27.189; error=0.0006339522687675405;
x=9.85557950933335; y=1.0726901427746711; t=27.202; error=0.0006571472951530843;
x=9.850690288876047; y=1.0805128955063532; t=27.216; error=0.0008448488149517122;
x=9.844694633633233; y=1.0895063783705727; t=27.229; error=0.000852160898808716;
x=9.838397542509357; y=1.0979024998690738; t=27.242; error=0.0004093242263501885;
x=9.833480159986593; y=1.1067537884100525; t=27.256; error=0.0005396051887713437;
x=9.827407163431397; y=1.1158632832428443; t=27.269; error=0.00042950382018609913;
x=9.822157422814234; y=1.124262868230303; t=27.283; error=0.0003064011242542326;
x=9.816213938275103; y=1.1331780950390014; t=27.296; error=0.000278365638092659;
x=9.811115278413125; y=1.1423556827905619; t=27.31; error=0.0003738975261144262;
x=9.805119345743298; y=1.151349581795301; t=27.324; error=0.000369392525708575;
x=9.800040746834611; y=1.1594753400492033; t=27.339; error=0.0004770832913730164;
x=9.793837613705938; y=1.1687800397422143; t=27.353; error=0.0007967630186783431;
x=9.787871415342691; y=1.1777293372870834; t=27.367; error=0.0007405855064916353;
x=9.781963318162742; y=1.1865914830570055; t=27.382; error=0.0005926194089879592;
x=9.77476030757326; y=1.195852496672055; t=27.396; error=0.0008855523899247358;
x=9.767863889721989; y=1.2047193196236903; t=27.41; error=0.0007320838263521984;
x=9.761026941589698; y=1.2135096815080622; t=27.423; error=0.0005103930729505716;
x=9.754118935075256; y=1.2214045460959968; t=27.437; error=0.0004216670439013882;
x=9.747063151381683; y=1.2304762679877341; t=27.45; error=0.00048043656516632844;
x=9.739191155339963; y=1.238348264029455; t=27.463; error=0.00039727597235210985;
