x=13.689; y=-1.035; t=22.524; error=0.0;
x=9.718144222670567; y=1.264524558557364; t=27.502; error=0.0019061805566813557;
x=9.711147342822768; y=1.2715276773194197; t=27.516; error=0.0019105479698831244;
x=9.704150989213602; y=1.2795308664447327; t=27.529; error=0.0019152880309336968;
x=9.697154216905082; y=1.2865340926486128; t=27.542; error=0.0019198064794414276;
x=9.69015796852781; y=1.2945373737659744; t=27.555; error=0.001924684183887108;
x=9.683161182552018; y=1.3015405863151526; t=27.569; error=0.0019291840538283426;
x=9.676164229270183; y=1.3085436317078234; t=27.582; error=0.0019334499328784742;
x=9.670167331331651; y=1.3155462894257788; t=27.596; error=0.0019374399154886053;
x=9.663170501836262; y=1.3225494584950246; t=27.609; error=0.001941879547370452;
x=9.656173774007; y=1.3295527291368923; t=27.622; error=0.0019464617109164167;
x=9.649177094971272; y=1.3365560485263677; t=27.635; error=0.0019511123975324424;
x=9.642179946380661; y=1.3425593735717833; t=27.648; error=0.0019554844406469854;
x=9.635183420744612; y=1.3495628462121314; t=27.661; error=0.0019603502089041757;
x=9.628186356171602; y=1.3555662691824968; t=27.674; error=0.0019648511694108526;
x=9.62118974766684; y=1.3625696590353549; t=27.687; error=0.0019696012281738037;
x=9.614192812812263; y=1.3685732331908733; t=27.7; error=0.0019743011619216245;
x=9.608195771325184; y=1.3745761902457139; t=27.712; error=0.0019784450340649827;
x=9.601198806284454; y=1.3805797292202528; t=27.725; error=0.001983098816743372;
x=9.594201883873858; y=1.386583317878721; t=27.738; error=0.001987817987471872;
x=9.588204859994566; y=1.3925862925239456; t=27.75; error=0.001991986841831721;
x=9.581207687449485; y=1.3985895896492233; t=27.762; error=0.001996322676463162;
x=9.574210045272466; y=1.4035928889569196; t=27.774; error=0.0020003761622485335;
x=9.567212760987482; y=1.4095960558407508; t=27.786; error=0.0020045407103754308;
x=9.56021489155807; y=1.4145990372967356; t=27.797; error=0.0020082036187158993;
x=9.553217039807583; y=1.4196020434808398; t=27.808; error=0.002011896917773004;
x=9.546219211749415; y=1.4246050828039223; t=27.819; error=0.002015630942746947;
x=9.53922131649464; y=1.4296080281367416; t=27.83; error=0.0020192494815231277;
x=9.532222987203202; y=1.4336109504603183; t=27.841; error=0.002022587225509413;
x=9.526224986975938; y=1.438613349212293; t=27.851; error=0.0020257069807906453;
x=9.520226592071573; y=1.4426157558097392; t=27.862; error=0.002028594327792455;
x=9.514228171181205; y=1.4466181234617679; t=27.873; error=0.0020314349578234177;
x=9.508229785483646; y=1.4506205438573943; t=27.883; error=0.0020343388924969385;
x=9.502231446505537; y=1.4546230342700879; t=27.894; error=0.002037326860834861;
x=9.496232683539743; y=1.4576255070643394; t=27.904; error=0.0020400445890648125;
x=9.49023429704563; y=1.4616279262661753; t=27.915; error=0.002042947166461368;
x=9.484235916676347; y=1.4656303546472216; t=27.925; error=0.0020458607739992926;
x=9.478237104723252; y=1.4686327295657489; t=27.936; error=0.0020484711204121517;
x=9.472238619620434; y=1.4726350009797415; t=27.946; error=0.002051196423524423;
x=9.465239790209564; y=1.4756377308839337; t=27.957; error=0.002054079407403696;
x=9.457241395537375; y=1.4796409399301766; t=27.967; error=0.0020576070408764094;
x=9.449242571892583; y=1.4826440750086394; t=27.978; error=0.0020608172025360525;
x=9.441244165922322; y=1.486647261481303; t=27.988; error=0.0020643205250284917;
x=9.432245392258531; y=1.4896509379865013; t=28.0; error=0.002067993741016887;
x=9.42224753431796; y=1.494655219813112; t=28.011; error=0.0020727022227531367;
